intervencionId|codigoSitio|NombreProyecto|ICD|DESCRIPCION|estadoSigo|Vendor|EstadoIM|subEstado|FechaEstadoIM|fechaRFISIM|fechaRFASIM|fechaRFTSIM|fechaOASIM|TT|status|schedstart|schedfinish|actstart|actfinish|check_icd
24181|A04-S099|LTE2600+4T4R||/A04-S099	Rosario Montevideo	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-05-26 18:01:02|2021-05-26 13:14:43|2021-05-26 13:15:03|2021-05-26 13:15:25|2021-05-26 18:01:02|4404603|CLOSE|2021-05-17 08:27:00|2021-05-18 18:00:00|2021-05-17 08:52:00|2021-05-28 09:22:00|False
27942|A07-S290|LTE2600+4T4R|ISM-13984|/MODERNIZACION 4T4R A07-S290 Santa Fe 26 |OA|Nokia|OA|OA Completado|2021-09-28 16:14:39|2021-09-27 08:28:20|2021-09-27 08:29:15|2021-09-27 08:29:52|2021-09-28 16:14:39|6098264|CLOSE|2021-09-22 09:30:00|2021-09-24 20:00:00|2021-09-22 09:46:00|2021-09-28 18:47:00|False
27944|A04-S030|LTE2600+4T4R|6086623|/A04-S030	San Lorenzo	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-10-14 12:38:54|2021-09-22 16:39:38|2021-09-22 16:40:53|2021-09-23 11:32:01|2021-10-14 12:38:54|6086623|CLOSE|2021-09-22 07:00:00|2021-09-24 20:00:00|2021-09-22 01:40:00|2021-09-27 15:05:00|True
27944|A04-S030|LTE2600+4T4R|6086623|/A04-S030 SAN LORENZO |OA|Nokia|OA|OA Completado|2021-10-14 12:38:54|2021-09-22 16:39:38|2021-09-22 16:40:53|2021-09-23 11:32:01|2021-10-14 12:38:54|6189590|CLOSE|2021-09-28 09:16:00|2021-10-01 20:00:00|2021-09-28 09:35:00|2021-09-29 12:53:00|False
27946|A04-S128|LTE2600+4T4R|5698853|/A04-S128 Rosario Fabrica Militar |OA|Nokia|OA|OA Completado|2021-09-08 09:26:39|2021-09-02 10:46:58|2021-09-02 10:47:51|2021-09-02 10:48:44|2021-09-08 09:26:39|5698853|CLOSE|2021-08-24 10:00:00|2021-08-27 20:00:00|2021-08-24 10:34:00|2021-09-08 09:40:00|True
27948|A04-S268|LTE2600+4T4R|5837508|/A04-S268	Rosario 1ro de Mayo	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-09-08 11:04:16|2021-09-07 18:59:41|2021-09-07 19:00:58|2021-09-07 19:05:15|2021-09-08 11:04:16|5837508|CLOSE|2021-09-03 14:44:00|2021-09-10 20:00:00|2021-09-03 15:01:00|2021-09-08 11:16:00|True
27953|A04-S510|LTE2600+4T4R|5948245|/A04-S510	Rosario 59 (Mudanza Nuevo Alberdi)	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-09-21 23:08:25|2021-09-17 19:37:05|2021-09-17 19:38:07|2021-09-17 19:39:27|2021-09-21 23:08:25|5948245|CLOSE|2021-09-13 09:20:00|2021-09-17 20:00:00|2021-09-13 09:26:00|2021-09-17 19:48:00|True
27955|A04-S662|LTE2600+4T4R|5698600|/A04-S662 Rosario Empalme Graneros 2 |OA|Nokia|OA|OA Completado|2021-09-08 14:29:44|2021-09-01 07:40:10|2021-09-01 07:41:19|2021-09-08 14:28:50|2021-09-08 14:29:44|5698600|CLOSE|2021-08-25 08:00:00|2021-09-03 20:00:00|2021-08-25 08:03:00|2021-09-08 15:04:00|True
27956|A07-S211|LTE2600+4T4R|6210718|/A07-S211	Paraná Instituto Del Seguro	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-10-07 14:55:10|2021-10-01 17:30:24|2021-10-01 17:31:20|2021-10-07 14:54:24|2021-10-07 14:55:10|6210718|CLOSE|2021-09-29 11:50:00|2021-10-03 20:00:00|2021-09-29 12:02:00|2021-10-01 16:50:00|True
27959|A13-S040|LTE2600+4T4R|6674002|/A13-S040	Reconquista Rotonda	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-11-10 08:32:37|2021-11-03 18:04:18|2021-11-10 08:31:12|2021-11-10 08:31:59|2021-11-10 08:32:37|6674002|CLOSE|2021-11-01 09:00:00|2021-11-01 20:00:00|2021-11-01 09:29:00|2021-11-03 19:59:00|True
27961|A18-S037|LTE2600+4T4R|6171454|/A18-S037	Campo Grande	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-10-29 17:41:52|2021-10-01 08:52:22|2021-10-01 15:21:47|2021-10-01 15:48:44|2021-10-29 17:41:52|6171454|CLOSE|2021-09-27 08:31:00|2021-09-30 20:00:00|2021-09-27 08:39:00|2021-10-15 11:58:00|True
27962|A18-S100|LTE2600+4T4R|6171634|/A18-S100	Obera Zona Norte	4T4R + 2600 |OA|Nokia|OA|OA Completado|2021-10-15 11:16:40|2021-10-01 17:48:26|2021-10-01 17:49:15|2021-10-15 11:16:02|2021-10-15 11:16:40|6171634|CLOSE|2021-09-27 08:40:00|2021-09-30 20:00:00|2021-09-27 08:50:00|2021-10-01 16:59:00|True
27962|A18-S100|LTE2600+4T4R|6171634|/A18-S100	OBERA ZONA NORTE |OA|Nokia|OA|OA Completado|2021-10-15 11:16:40|2021-10-01 17:48:26|2021-10-01 17:49:15|2021-10-15 11:16:02|2021-10-15 11:16:40|6390682|CLOSE|2021-10-13 09:28:00|2021-10-15 20:00:00|2021-10-13 09:34:00|2021-10-15 15:28:00|False
